sector,Name,symbol,code,year,Current ratio,Quick Ratio,Cash ratio,Operating cash flow ratio,Working capital ratio,Return On Equity (ROE),Net profit margin,Sales turnover ratio,Return On Assets (ROA),EPS,Debt-to-assets ratio,Equity Ratio,Debt to equity ratio,Interest coverage ratio,The Long-Term Debt Coverage Ratio,Total debt to EBITDA ratio,Cash flow to debt ratio,Inventory turnover ratio,Receivables turnover ratio,Asset Turnover Ratio,Working capital turnover ratio,EBITDA,EV/EBITDA,EV / EBIT,EV / Free Cash Flow,EV / Invested Capital,EV / Revenue,P/E Ratio,Price/Book,Dividend Per Share,Altman Z-Score,Piotroski Score,Classification
Industrial,WSP Global Inc,WSP,IN 15,2017,1.18,1.18,0.08,0.18,1.18,0.0721,0.0307,1.0642,0.0327,2.08,0.5464,0.4536,1.2047,-9.74,7.72,6.97,0.11,0.00,3.14,1.06,16.72,"511,700",13.9,19.3,27.7,1.8,1.1,25.9,2.1,1.5,5.8,5,2
Industrial,WSP Global Inc,WSP,IN 15,2018,1.28,1.28,0.1,0.26,1.28,0.0761,0.0314,1.0182,0.032,2.38,0.5803,0.4197,1.3826,-7.28,12.78,7.27,0.15,0.00,2.96,1.02,10.85,"620,300",11.8,16.4,12.4,1.7,0.9,26.1,2.0,1.5,6.2,6,2
Industrial,WSP Global Inc,WSP,IN 15,2019,1.07,1.07,0.08,0.27,1.07,0.086,0.0321,1.0277,0.0329,2.72,0.616,0.384,1.6039,-4.15,1.70,7.35,0.15,0.00,3.51,1.03,40.42,"726,700",16.7,22.0,30.6,2.0,1.3,32.5,2.9,1.5,5.2,5,2
Industrial,WSP Global Inc,WSP,IN 15,2020,1.03,1.03,0.14,0.35,1.03,0.0676,0.0313,0.9962,0.0314,2.51,0.5382,0.4618,1.1653,-5.35,0.90,6.51,0.24,0.00,3.89,1.0,79.31,"730,400",20.3,27.4,18.2,2.5,1.7,55.3,3.4,1.5,5.3,4,2
Industrial,WSP Global Inc,WSP,IN 15,2021,1.14,1.14,0.24,0.28,1.14,0.1015,0.0461,0.9137,0.0421,4.07,0.5853,0.4147,1.4116,-9.25,0.91,6.86,0.16,0.00,3.71,0.91,18.71,"959,500",27.3,35.3,48.0,3.2,2.5,52.0,4.7,1.5,5.8,6,2
Industrial,WSP Global Inc,WSP,IN 15,2022,1.09,1.09,0.11,0.18,1.09,0.0719,0.0362,0.804,0.0293,3.59,0.5951,0.4049,1.4699,-6.17,0.47,7.81,0.09,0.00,3.09,0.8,28.48,"1,130,500",23.0,28.7,46.6,2.6,2.2,51.8,3.7,1.5,5.7,3,2
Real State,Killam Properties,KMP_u,RS 01,2013,0.21,0.21,0.14,0.2,0.21,0.0659,0.2771,0.0937,0.0267,0.73,0.6058,0.3942,1.5369,-2.39,0.27,11.97,0.04,101.88,163.30,0.09,-0.95,"77,528",18.6,18.7,18.9,1.0,10.0,10.4,0.9,0.3383,4.0,3,2
Real State,Killam Properties,KMP_u,RS 01,2014,0.18,0.18,0.11,0.29,0.18,0.0449,0.199,0.0843,0.0184,0.54,0.6267,0.3733,1.6789,-2.21,0.27,14.24,0.05,452.56,175.63,0.08,-1.03,"78,141",19.4,19.5,34.2,1.0,10.2,17.8,1.0,0.6,4.0,3,2
Real State,Killam Properties,KMP_u,RS 01,2015,0.14,0.14,0.08,0.27,0.14,0.0504,0.2056,0.0896,0.0191,0.56,0.6347,0.3653,1.7378,-2.06,0.32,13.29,0.04,"2,200.77",194.57,0.09,-1.05,"89,641",19.5,19.7,49.4,1.0,10.3,36.9,1.0,0.6,3.9,6,2
Real State,Killam Properties,KMP_u,RS 01,2016,0.25,0.25,0.16,0.4,0.25,0.0906,0.3852,0.0888,0.0359,1.0,0.6225,0.3775,1.6489,-2.15,0.27,13.08,0.05,705.51,174.06,0.09,-1.48,"94,640",19.5,19.7,33.6,1.0,10.4,11.4,1.1,0.6,4.1,7,2
Real State,Killam Properties,KMP_u,RS 01,2017,0.12,0.12,0.06,0.38,0.12,0.1082,0.5564,0.0814,0.0453,1.35,0.5813,0.4187,1.3883,-4.48,0.43,13.07,0.06,728.86,251.64,0.08,-0.98,"102,811",22.6,22.8,34.2,1.1,12.3,16.0,1.4,0.62,4.1,6,2
Real State,Killam Properties,KMP_u,RS 01,2018,0.05,0.05,0.01,0.23,0.05,0.1498,0.8074,0.0768,0.062,2.01,0.5861,0.4139,1.4162,-5.87,0.54,13.58,0.05,290.75,217.80,0.08,-0.58,"121,923",23.5,23.7,38.0,1.1,13.0,8.1,1.3,0.64,3.8,4,2
Real State,Killam Properties,KMP_u,RS 01,2019,0.15,0.15,0.04,0.27,0.15,0.1769,1.1659,0.072,0.0839,2.96,0.5259,0.4741,1.1094,-7.89,0.34,12.99,0.05,"7,485.67",185.51,0.07,-0.82,"136,901",24.9,25.1,92.2,1.2,14.1,9.2,1.4,0.66,4.5,6,2
Real State,Killam Properties,KMP_u,RS 01,2020,0.09,0.09,0.01,0.4,0.09,0.0826,0.5566,0.0695,0.0387,1.41,0.5318,0.4682,1.1358,-4.22,0.43,13.33,0.06,"10,870.67",332.06,0.07,-0.93,"150,618",22.5,22.6,42.0,1.0,12.9,7.9,1.1,0.68,4.5,3,2
Real State,Killam Properties,KMP_u,RS 01,2021,0.06,0.06,0.01,0.31,0.06,0.1352,0.9779,0.0638,0.0624,2.58,0.5388,0.4612,1.1684,-7.35,0.65,14.82,0.06,507.93,360.91,0.06,-0.69,"166,437",28.0,28.1,61.5,1.1,16.1,10.0,1.3,0.7,4.4,4,2
Real State,Killam Properties,KMP_u,RS 01,2022,0.06,0.05,0.01,0.2,0.06,0.0539,0.3705,0.068,0.0252,1.05,0.5322,0.4678,1.1376,-3.30,0.43,13.35,0.05,26.52,226.93,0.07,-0.56,"193,790",21.7,21.8,59.4,0.9,12.6,9.1,0.9,0.7,4.3,4,2
Real State,Boardwalk REIT,BEI_u,RS 02,2013,0.28,0.28,0.24,0.31,0.28,0.1024,0.7446,0.0765,0.057,6.79,0.4432,0.5568,0.7959,-4.67,1.16,10.76,0.06,47.25,94.12,0.08,-1.14,"243,977",21.5,21.9,22.0,0.9,11.7,7.7,0.9,1.155,6.1,3,2
Real State,Boardwalk REIT,BEI_u,RS 02,2014,0.27,0.26,0.22,0.28,0.27,0.0735,0.5215,0.0792,0.0413,4.93,0.4377,0.5623,0.7783,-3.56,1.25,10.44,0.07,50.54,67.92,0.08,-1.03,"250,253",21.3,21.7,22.0,0.9,11.2,13.3,0.9,2.04,6.1,5,2
Real State,Boardwalk REIT,BEI_u,RS 02,2015,0.62,0.61,0.55,0.4,0.62,0.009,0.0606,0.0816,0.0049,0.61,0.4496,0.5504,0.817,-1.34,0.96,10.16,0.07,45.07,96.23,0.08,-2.91,"258,145",17.7,17.7,18.2,0.8,9.3,-22.4,0.8,2.21,6.3,5,2
Real State,Boardwalk REIT,BEI_u,RS 02,2016,0.31,0.29,0.23,0.31,0.31,-0.019,-0.1309,0.0761,-0.01,-1.24,0.4762,0.5238,0.9093,-0.32,0.68,12.56,0.05,25.53,83.10,0.08,-1.48,"218,684",20.5,21.0,21.3,0.8,10.7,15.8,0.8,2.25,5.9,3,2
Real State,Boardwalk REIT,BEI_u,RS 02,2017,0.31,0.27,0.2,0.29,0.31,0.0192,0.1354,0.0721,0.0098,1.24,0.4923,0.5077,0.9697,-1.67,0.57,15.76,0.04,13.91,81.05,0.07,-1.74,"183,268",24.9,25.6,24.0,0.8,11.0,49.3,0.7,2.25,5.8,5,2
Real State,Boardwalk REIT,BEI_u,RS 02,2018,0.11,0.1,0.06,0.16,0.11,0.0618,0.4445,0.0711,0.0316,4.17,0.4882,0.5118,0.9539,-3.40,0.62,15.81,0.04,20.73,52.92,0.07,-0.72,"188,612",24.6,25.4,30.4,0.8,10.6,19.1,0.6,1.0,5.5,6,2
Real State,Boardwalk REIT,BEI_u,RS 02,2019,0.14,0.12,0.08,0.35,0.14,0.0112,0.0764,0.0725,0.0055,0.75,0.5032,0.4968,1.0129,-1.39,0.82,14.57,0.05,23.78,104.19,0.07,-1.16,"216,695",24.5,25.5,24.5,0.8,11.5,12.0,0.7,1.0,5.6,6,2
Real State,Boardwalk REIT,BEI_u,RS 02,2020,0.16,0.15,0.1,0.26,0.16,-0.0686,-0.4237,0.0762,-0.0323,-4.24,0.529,0.471,1.1234,1.15,0.62,13.94,0.04,30.50,152.80,0.08,-1.02,"231,866",20.1,20.9,21.1,0.7,9.9,-13.4,0.6,1.0,5.4,5,2
Real State,Boardwalk REIT,BEI_u,RS 02,2021,0.15,0.14,0.11,0.27,0.15,0.1372,0.9484,0.0706,0.067,9.59,0.5116,0.4884,1.0474,-5.97,0.70,14.42,0.05,24.48,183.80,0.07,-0.92,"236,221",24.8,25.7,24.6,0.9,12.4,20.2,0.9,1.0,5.5,7,2
Real State,Boardwalk REIT,BEI_u,RS 02,2022,0.15,0.14,0.09,0.28,0.15,0.0817,0.5724,0.07,0.0401,6.17,0.5094,0.4906,1.0384,-3.95,0.48,14.28,0.04,26.55,204.53,0.07,-1.00,"252,190",24.2,25.0,25.3,0.9,12.4,9.4,0.8,1.08,5.5,4,2
Real State,Brookfield Business,BBU_u,RS 03,2013,1.07,1.01,0.14,0.13,1.07,0.0825,0.0377,1.1615,0.0509,0.0,0.4694,0.5306,0.8848,-8.85,1.23,8.06,0.1,50.35,4.83,1.16,49.84,"260,278.2",0,0,0,0,0,0,0,0.0,0.0,4,0
Real State,Brookfield Business,BBU_u,RS 03,2014,1.01,0.95,0.1,0.2,1.01,0.0436,0.0201,1.0493,0.0329,0.0,0.5153,0.4847,1.0632,-6.82,1.79,6.60,0.14,40.09,4.52,1.05,308.13,"398,376.08",0,0,0,0,0,0,0,0.0,4.7,4,2
Real State,Brookfield Business,BBU_u,RS 03,2015,1.22,1.04,0.14,0.13,1.22,0.0674,0.0308,0.8845,0.0352,0.0,0.5961,0.4039,1.4757,-5.97,0.54,11.46,0.07,13.84,3.81,0.88,12.51,"550,829.56",0,0,0,0,0,0,0.0,0.0,4.7,4,2
Real State,Brookfield Business,BBU_u,RS 03,2016,1.59,1.51,0.41,0.09,1.59,-0.0079,-0.004,0.9716,-0.0247,-0.46,0.5071,0.4929,1.029,1.42,0.21,13.62,0.06,32.17,3.96,0.97,5.24,"409,560.1",15.0,158.7,12.8,0.9,0.6,8.9,1.6,0.2238,5.8,4,2
Real State,Brookfield Business,BBU_u,RS 03,2017,1.13,0.94,0.19,-0.01,1.13,-0.0096,-0.0025,1.4441,0.0136,-0.64,0.6163,0.3837,1.6062,-2.10,0.05,16.05,-0.01,20.45,6.25,1.44,30.72,"763,114.33",18.8,62.4,19.6,1.0,0.5,185.9,1.8,0.2096,4.5,4,2
Real State,Brookfield Business,BBU_u,RS 03,2018,1.08,0.91,0.22,0.15,1.08,0.0114,0.002,1.3606,0.044,0.78,0.7623,0.2377,3.2067,-3.61,0.47,8.71,0.06,21.81,7.72,1.36,48.59,"3,263,667.18",9.1,13.1,91.5,0.9,0.5,-34.9,1.7,0.2275,4.4,5,2
Real State,Brookfield Business,BBU_u,RS 03,2019,1.16,0.84,0.18,0.2,1.16,0.0039,0.001,0.8315,0.0084,0.4,0.7864,0.2136,3.6821,-1.49,0.41,10.51,0.05,11.50,8.10,0.83,24.30,"5,029,051.77",9.3,16.3,15.1,1.0,0.8,24.4,1.9,0.2165,4.2,4,2
Real State,Brookfield Business,BBU_u,RS 03,2020,1.19,0.89,0.23,0.35,1.19,-0.008,-0.0024,0.6874,0.0106,-0.77,0.7929,0.2071,3.829,-1.50,0.49,10.33,0.1,9.37,7.85,0.69,15.95,"5,346,708.84",6.6,12.5,9.7,0.9,0.6,-19.4,2.2,0.2121,4.3,8,2
Real State,Brookfield Business,BBU_u,RS 03,2021,1.11,0.78,0.19,0.12,1.11,0.0198,0.0055,0.7254,0.0335,2.2,0.7976,0.2024,3.9399,-2.58,0.21,12.19,0.03,9.56,8.59,0.73,30.93,"5,314,819.59",6.1,10.5,9.8,0.9,0.6,14.1,2.1,0.2108,4.2,6,2
Real State,Brookfield Business,BBU_u,RS 03,2022,1.08,0.77,0.17,0.06,1.08,0.003,0.001,0.643,0.004,0.34,0.7937,0.2063,3.8469,-1.03,0.07,12.64,0.01,10.24,8.38,0.64,42.37,"7,606,491.1",10.3,18.8,24.4,0.9,1.0,65.5,2.5,0.3385,4.1,3,2
Real State,Canadian Apartment Properties,CAR_u,RS 04,2013,0.03,0.03,0.0,0.44,0.03,0.0971,0.5611,0.0858,0.0482,2.62,0.504,0.496,1.016,-3.73,0.51,10.75,0.09,0.00,0.00,0.09,-0.83,"260,542",19.0,19.1,20.2,1.0,10.6,6.7,0.9,0.6708,4.5,4,2
Real State,Canadian Apartment Properties,CAR_u,RS 04,2014,0.07,0.07,0.0,0.63,0.07,0.1066,0.6279,0.0855,0.0537,2.91,0.4966,0.5034,0.9866,-4.13,0.48,10.99,0.1,0.00,0.00,0.09,-1.20,"267,863",20.9,21.1,20.8,1.0,10.8,8.5,0.9,1.1801,4.8,7,2
Real State,Canadian Apartment Properties,CAR_u,RS 04,2015,0.08,0.08,0.0,0.73,0.08,0.0944,0.6475,0.0752,0.0487,2.92,0.4847,0.5153,0.9407,-4.33,0.88,11.93,0.09,0.00,0.00,0.08,-1.44,"288,490",24.7,25.0,25.0,1.0,12.9,11.7,1.0,1.22,5.0,5,2
Real State,Canadian Apartment Properties,CAR_u,RS 04,2016,0.07,0.07,0.0,0.84,0.07,0.1057,0.7364,0.0756,0.0557,3.36,0.4732,0.5268,0.8982,-4.91,0.73,11.86,0.1,0.00,0.00,0.08,-1.51,"314,928",23.7,24.0,25.7,1.0,12.8,9.3,1.0,1.25,5.1,7,2
Real State,Canadian Apartment Properties,CAR_u,RS 04,2017,0.13,0.13,0.06,0.83,0.13,0.17,1.3099,0.0695,0.0911,6.15,0.4641,0.5359,0.866,-8.27,0.71,12.74,0.08,0.00,0.00,0.07,-1.71,"334,615",26.2,26.6,27.0,1.1,14.1,8.7,1.1,1.28,5.3,6,2
Real State,Canadian Apartment Properties,CAR_u,RS 04,2018,0.1,0.1,0.04,0.73,0.1,0.1928,1.7684,0.0635,0.1123,8.52,0.4174,0.5826,0.7164,-11.31,1.27,12.26,0.1,0.00,0.00,0.06,-1.29,"369,170",28.9,29.3,31.1,1.1,15.1,7.5,1.2,1.33,5.7,5,2
Real State,Canadian Apartment Properties,CAR_u,RS 04,2019,0.81,0.81,0.72,0.69,0.81,0.1422,1.5311,0.056,0.0891,7.54,0.3971,0.6029,0.6585,-10.73,0.93,12.36,0.08,0.00,0.00,0.06,-6.04,"447,750",31.9,32.3,31.9,1.1,17.9,6.2,1.2,1.38,6.0,5,2
Real State,Canadian Apartment Properties,CAR_u,RS 04,2020,0.19,0.19,0.14,0.56,0.19,0.0998,1.049,0.0569,0.0582,5.41,0.4017,0.5983,0.6713,-7.51,0.42,11.75,0.08,0.00,0.00,0.06,-1.27,"529,907",26.3,26.6,26.8,1.0,15.7,9.2,1.0,1.38,5.8,4,2
Real State,Canadian Apartment Properties,CAR_u,RS 04,2021,0.14,0.14,0.07,0.56,0.14,0.1339,1.4926,0.0527,0.0808,8.03,0.4129,0.5871,0.7032,-11.21,0.67,13.46,0.08,0.00,0.00,0.05,-1.09,"543,494",30.3,30.8,31.7,1.0,17.9,8.5,1.1,1.45,5.8,3,2
Real State,Canadian Apartment Properties,CAR_u,RS 04,2022,0.25,0.25,0.05,0.62,0.25,0.0014,0.0135,0.0568,-0.0051,0.078,0.4362,0.5638,0.7735,-0.36,0.74,12.86,0.08,0.00,0.00,0.06,-1.40,"601,559",25.0,25.3,35.5,0.9,14.9,611.8,0.8,1.45,5.6,4,2
Real State,Choice Properties REIT,CHP_u,RS 05,2013,0.51,0.51,0.17,1.64,0.51,0.1321,0.2108,0.0733,0.0155,1.31,0.883,0.117,7.5444,-1.43,1.85,16.93,0.08,0.00,61.85,0.07,-3.68,"388,328.636",0,0,94.7,1.0,0,0,4.2,0.0542,3.6,5,2
Real State,Choice Properties REIT,CHP_u,RS 05,2014,0.63,0.63,0.0,1.22,0.63,0.1922,0.2923,0.0834,0.0244,2.24,0.8732,0.1268,6.8895,-1.52,0.58,14.67,0.07,0.00,72.09,0.08,-4.80,"487,514",11.7,11.7,12.2,1.0,8.3,6.0,4.2,0.65,3.8,7,2
Real State,Choice Properties REIT,CHP_u,RS 05,2015,0.44,0.44,0.06,0.71,0.44,-0.1842,-0.209,0.0834,-0.0174,-1.71,0.9053,0.0947,9.5636,-0.55,1.12,15.23,0.07,0.00,119.09,0.08,-1.78,"529,407",16.5,16.5,14.5,1.0,11.7,-9.9,6.0,0.65,3.5,3,2
Real State,Choice Properties REIT,CHP_u,RS 05,2016,0.46,0.46,0.01,0.79,0.46,-0.3865,-0.2844,0.0831,-0.0236,-2.41,0.9388,0.0612,15.3483,-0.40,0.79,15.94,0.06,0.00,52.71,0.08,-2.15,"555,869",17.7,17.8,20.3,1.1,12.5,-2.8,17.0,0.71,3.5,4,2
Real State,Choice Properties REIT,CHP_u,RS 05,2017,0.03,0.03,0.01,0.47,0.03,0.4316,0.486,0.0839,0.0408,4.29,0.9056,0.0944,9.5909,-2.04,0.85,14.97,0.06,0.00,38.85,0.08,-0.79,"600,147",16.6,16.6,17.0,1.0,11.9,2.0,6.1,0.74,3.1,7,2
Real State,Choice Properties REIT,CHP_u,RS 05,2018,0.13,0.13,0.04,0.56,0.13,0.1856,0.547,0.0764,0.0418,2.33,0.7749,0.2251,3.4427,-2.26,0.39,14.37,0.03,0.00,146.69,0.08,-1.87,"838,580",22.9,23.0,19.4,1.0,13.6,7.9,2.4,0.74,3.8,5,2
Real State,Choice Properties REIT,CHP_u,RS 05,2019,0.32,0.32,0.04,0.54,0.32,-0.1877,-0.4329,0.0862,-0.0373,-1.87,0.8011,0.1989,4.0278,0.05,0.30,13.48,0.05,0.00,162.10,0.09,-1.84,"925,440",14.8,14.8,17.5,1.1,11.5,-7.3,3.4,0.74,3.6,3,2
Real State,Choice Properties REIT,CHP_u,RS 05,2020,0.59,0.59,0.31,0.93,0.59,0.1279,0.3414,0.0844,0.0288,1.38,0.7749,0.2251,3.442,-1.84,0.40,13.61,0.05,0.00,34.07,0.08,-4.88,"890,848",16.9,16.9,25.5,1.1,11.6,6.8,2.7,0.74,3.8,6,2
Real State,Choice Properties REIT,CHP_u,RS 05,2021,0.36,0.35,0.09,0.71,0.36,0.007,0.0172,0.0828,0.0014,0.07,0.7953,0.2047,3.8857,-1.04,0.59,14.01,0.05,37.35,38.10,0.08,-2.23,"918,374",18.1,18.2,13.8,1.1,12.3,16.4,3.1,0.74,3.7,4,2
Real State,Choice Properties REIT,CHP_u,RS 05,2022,0.37,0.35,0.06,0.58,0.37,0.1946,0.5569,0.0795,0.0442,2.27,0.7726,0.2274,3.3982,-2.39,0.64,14.07,0.05,19.37,38.66,0.08,-1.94,"923,406",16.2,16.2,17.7,1.0,11.2,4.2,2.4,0.74,3.7,7,2
Real State,Colliers International,CIGI,RS 06,2013,1.08,1.05,0.25,0.2,1.08,-0.0383,-0.0138,0.9051,0.0181,-0.79,0.6736,0.3264,2.064,-5.07,0.22,11.45,0.12,50.12,3.52,0.91,28.97,"90,192.239",12.6,21.2,15.9,2.2,0.9,-109.2,6.4,0.1062,4.1,5,2
Real State,Colliers International,CIGI,RS 06,2014,1.12,1.12,0.14,0.25,1.12,0.113,0.0274,0.9651,0.0474,0.63,0.7662,0.2338,3.2774,-10.87,0.79,10.03,0.13,0.00,5.21,0.97,20.37,"145,096.906",18.5,26.9,40.8,2.5,1.4,241.6,7.9,0.4632,4.2,8,2
Real State,Colliers International,CIGI,RS 06,2015,1.04,1.04,0.24,0.33,1.04,0.0808,0.0136,1.5763,0.0375,0.83,0.7354,0.2646,2.7789,-9.02,0.22,4.59,0.2,0.00,5.41,1.58,102.27,"242,908.899",12.9,17.1,14.1,3.6,1.2,711.9,16.6,0.111,4.0,4,2
Real State,Colliers International,CIGI,RS 06,2016,0.99,0.99,0.22,0.31,0.99,0.1957,0.0358,1.5935,0.0769,2.36,0.7082,0.2918,2.4271,-16.17,0.74,4.33,0.19,0.00,5.46,1.59,-485.72,"261,387.97",9.7,12.7,14.5,2.7,1.0,24.0,8.1,0.1343,4.3,6,2
Real State,Colliers International,CIGI,RS 06,2017,0.92,0.92,0.15,0.29,0.92,0.1145,0.0211,1.6153,0.0624,1.66,0.7025,0.2975,2.3613,-14.11,0.61,4.50,0.2,0.00,5.00,1.62,-40.40,"295,810.521",11.9,15.3,13.9,3.6,1.2,37.1,9.6,0.1257,4.2,5,2
Real State,Colliers International,CIGI,RS 06,2018,0.95,0.95,0.16,0.32,0.95,0.1328,0.0346,1.1984,0.0545,3.4,0.6881,0.3119,2.2061,-9.72,0.31,5.37,0.16,0.00,5.09,1.2,-68.24,"412,364.553",11.8,15.9,23.2,2.1,1.2,27.9,6.4,0.1365,4.9,5,2
Real State,Colliers International,CIGI,RS 06,2019,0.78,0.78,0.12,0.34,0.78,0.1174,0.0338,1.0529,0.0476,3.38,0.697,0.303,2.3005,-7.47,0.46,5.91,0.15,0.00,6.97,1.05,-14.77,"443,295.397",12.6,17.5,15.2,2.5,1.4,28.8,6.8,0.1298,4.1,3,2
Real State,Colliers International,CIGI,RS 06,2020,0.93,0.93,0.14,0.15,0.93,0.0477,0.0176,0.8465,0.0287,1.56,0.6876,0.3124,2.201,-5.41,0.21,7.48,0.07,0.00,6.43,0.85,-38.45,"384,988.485",18.1,29.3,-157.8,2.3,1.9,56.2,6.7,0.1272,4.4,5,2
Real State,Colliers International,CIGI,RS 06,2021,1.02,1.02,0.26,0.19,1.02,-0.3478,-0.0955,1.0556,-0.0613,-11.5,0.7103,0.2897,2.452,3.78,0.34,5.03,0.11,0.00,7.13,1.06,121.15,"691,102.316",16.0,22.6,15.1,3.7,2.2,-16.4,12.2,0.3794,4.6,6,2
Real State,Colliers International,CIGI,RS 06,2022,0.9,0.9,0.13,0.05,0.9,0.0294,0.0104,0.8747,0.0382,1.44,0.6915,0.3085,2.2417,-6.96,0.09,5.74,0.02,0.00,6.66,0.87,-34.80,"831,183.135",12.2,17.2,15.1,2.0,1.7,97.9,9.2,0.4062,4.1,5,2
Real State,Dream Industrial REIT,DIR_u,RS 08,2013,0.06,0.06,0.0,0.37,0.06,0.1471,0.5865,0.0901,0.0528,1.53,0.641,0.359,1.7851,-3.06,0.29,11.10,0.05,0.00,71.67,0.09,-1.13,"91,837",0,0,65.7,0.9,0,0,1.1,0.4083,3.8,7,2
Real State,Dream Industrial REIT,DIR_u,RS 08,2014,0.11,0.11,0.0,0.33,0.11,0.1082,0.409,0.0954,0.039,1.17,0.6393,0.3607,1.7721,-2.52,0.27,11.09,0.05,0.00,79.86,0.1,-1.13,"100,464",14.3,14.3,15.5,0.9,8.6,8.9,1.0,0.7,3.8,4,2
Real State,Dream Industrial REIT,DIR_u,RS 08,2015,0.1,0.1,0.01,0.3,0.1,0.0561,0.1988,0.1029,0.0204,0.6,0.6357,0.3643,1.7452,-1.73,0.24,10.26,0.05,0.00,97.74,0.1,-1.02,"106,647",12.2,12.2,13.4,0.9,7.5,5.7,0.9,0.7,3.7,3,2
Real State,Dream Industrial REIT,DIR_u,RS 08,2016,0.18,0.18,0.06,0.53,0.18,-0.0046,-0.0154,0.1054,-0.0016,-0.045,0.6435,0.3565,1.805,-0.93,0.21,10.41,0.05,0.00,133.10,0.11,-1.93,"102,471",13.2,13.2,13.0,0.9,7.8,-64.8,1.1,0.7,3.9,5,2
Real State,Dream Industrial REIT,DIR_u,RS 08,2017,0.57,0.57,0.4,0.49,0.57,0.0487,0.1999,0.0959,0.0192,0.46,0.606,0.394,1.5381,-1.72,0.38,10.14,0.06,0.00,157.59,0.1,-2.90,"108,073",15.1,15.1,18.1,1.0,9.0,117.8,1.4,0.7,4.1,7,2
Real State,Dream Industrial REIT,DIR_u,RS 08,2018,0.17,0.17,0.04,0.7,0.17,0.1592,0.9778,0.0746,0.0729,1.55,0.5421,0.4579,1.1839,-3.98,0.20,11.27,0.07,0.00,167.46,0.07,-1.73,"103,968",17.2,17.2,15.0,1.0,10.9,8.7,1.1,0.7,4.3,6,2
Real State,Dream Industrial REIT,DIR_u,RS 08,2019,4.41,4.41,4.31,1.17,4.41,0.1151,0.9097,0.0682,0.062,1.31,0.4609,0.5391,0.8549,-4.79,0.33,10.60,0.09,0.00,86.59,0.07,0.57,"125,791",20.8,20.8,21.0,1.2,13.3,13.3,1.5,0.7,5.8,5,2
Real State,Dream Industrial REIT,DIR_u,RS 08,2020,1.49,1.49,1.41,0.74,1.49,0.1051,0.845,0.0673,0.0568,1.31,0.459,0.541,0.8486,-4.89,0.39,10.64,0.08,0.00,60.45,0.07,2.67,"151,874",19.7,19.7,18.4,1.0,12.8,8.9,1.2,0.7,5.2,3,2
Real State,Dream Industrial REIT,DIR_u,RS 08,2021,1.31,1.31,1.22,1.29,1.31,0.1738,1.8342,0.0548,0.1005,2.6,0.4219,0.5781,0.7299,-21.47,0.36,11.02,0.07,0.00,200.77,0.05,7.92,"231,778",29.4,29.4,34.1,1.2,19.6,8.0,1.4,0.7,5.4,5,2
Real State,Dream Industrial REIT,DIR_u,RS 08,2022,0.31,0.31,0.23,0.59,0.31,0.1585,1.727,0.0561,0.097,2.75,0.3884,0.6116,0.6351,-40.20,0.74,9.58,0.08,0.00,48.21,0.06,-1.61,"295,314.333",19.5,19.5,23.4,0.9,14.1,5.4,0.9,0.7,5.5,5,2
Real State,First Capital Realty,FCR_u,RS 09,2013,0.51,0.47,0.01,0.35,0.51,0.0647,0.3353,0.0844,0.0283,1.03,0.5625,0.4375,1.286,-2.65,0.44,11.33,0.05,10.83,36.60,0.08,-2.12,"377,192",19.2,19.4,14.7,1.0,11.3,15.6,1.1,0.42,4.5,3,2
Real State,First Capital Realty,FCR_u,RS 09,2014,0.71,0.7,0.04,0.55,0.71,0.0562,0.2953,0.0843,0.0251,0.93,0.5577,0.4423,1.2609,-2.45,0.39,11.21,0.06,61.58,43.04,0.08,-4.67,"393,546",19.2,19.4,29.1,1.0,11.4,20.2,1.2,0.86,4.6,7,2
Real State,First Capital Realty,FCR_u,RS 09,2015,0.38,0.37,0.02,0.55,0.38,0.0556,0.2985,0.0825,0.0246,0.91,0.5569,0.4431,1.2568,-2.60,0.57,11.45,0.05,54.84,40.55,0.08,-2.46,"402,507",19.4,19.6,13.9,1.1,11.5,19.7,1.1,0.86,4.5,6,2
Real State,First Capital Realty,FCR_u,RS 09,2016,0.24,0.23,0.02,0.35,0.24,0.0904,0.5411,0.0777,0.0424,1.62,0.5351,0.4649,1.1508,-4.02,0.49,11.65,0.05,50.76,36.66,0.08,-1.27,"418,036",21.6,21.6,25.8,1.1,12.8,13.8,1.2,0.86,4.4,5,2
Real State,First Capital Realty,FCR_u,RS 09,2017,0.53,0.52,0.02,0.47,0.53,0.1348,0.8278,0.0767,0.0646,2.59,0.529,0.471,1.1229,-5.92,0.40,11.19,0.05,46.86,32.27,0.08,-2.84,"471,393",19.8,19.9,28.7,1.0,12.1,8.2,1.1,0.86,4.8,7,2
Real State,First Capital Realty,FCR_u,RS 09,2018,0.68,0.66,0.02,0.43,0.68,0.0686,0.438,0.075,0.0337,1.35,0.5209,0.4791,1.0872,-3.85,0.55,11.52,0.05,28.90,25.42,0.08,-3.72,"472,525",18.6,18.7,34.8,1.0,11.3,13.6,1.0,0.86,4.9,4,2
Real State,First Capital Realty,FCR_u,RS 09,2019,0.63,0.61,0.05,0.54,0.63,0.0897,0.5165,0.0765,0.0408,1.84,0.5596,0.4404,1.2704,-2.98,0.24,12.57,0.05,28.06,30.65,0.08,-4.16,"452,194",21.1,21.3,58.0,1.0,12.3,16.6,1.1,0.2867,4.8,5,2
